Disproportionate assets Mayawati,245130 329828 361122 361174 602429 632289 635496 635479 521593 467523 292171 521567 500529 558863 847304 635496 558877 521579 521571 255000 467500 373642 398287 398298 364743
Manmohan Singh underachiever,642825 396645 641374 362216 362242 308492 397366 522264 466894 364730 698762 255825 362543 699667 245165 362609 566945 362244 348782 370126 394068 777188 389465 467883 703298
Jagadish Shettar new CM,404029 403314 464226 587008 359270 519175 519175 373018 795098 726609 772487 799426 449209 465270 222308 838292 408944 441703 496253 341997 398764 359270 818081 741560 354913
review GAAR,363794 368971 328236 358290 358783 358706 358306 433415 430844 358720 384654 384654 408667 431109 370538 339893 384654 384654 326441 385632 433047 359284 359284 384945 334359
Hamid Ansari UPA vice-president,356123 364147 356102 356146 352977 364140 365570 364380 364788 499903 364384 373999 364743 364160 502744 676265 364141 336849 365544 411330 374456 363737 449286 866918 765641
Violence Kokrajhar,672661 410740 409986 409626 368974 378308 367657 260505 381387 382567 597971 367135 366848 673686 410756 374406 381424 410014 367657 368047 373972 382977 367138 370137 388685
Pranab Mukherjee elected president,368031 398310 380517 359090 367118 353399 367202 361535 368135 367679 367640 366848 367685 359300 367197 561918 367659 367188 385275 367672 367174 356777 367181 367205 367148
London olympics 2012 ceremony,235224 340606 367642 253270 232901 366841 234476 340223 369481 369886 368931 368980 352155 368098 377341 451356 383764 340260 283861 355278 429268 368454 340305 376056 368464
violence North-Eastern people Pune Eid,386807 376750 386806 572764 379390 572772 379394 463751 447699 523805 463466 447760 379725 463245 447625 524141 680952 380563 380180 379414 576533 379721 380107 626167 379734
Hamid Ansari consecutively second vice-president,676265 261067 534944 373999 200256 336849 440213 374456 499903 278636 687280 459266 560414 356102 356123 365570 364147 449286 364140 373992 866918 364160 765641 365544 374016
Violence Azad Maidan Mumbai,380517 380980 380951 380531 382302 380122 381427 382302 380532 376042 382303 430846 376057 381924 381388 431121 381949 380952 416213 401808 404560 402948 382303 402411 390306
London Olympics medals,451112 365546 506364 368029 462908 370135 368462 367642 365135 449025 383764 583323 418985 402077 367642 511032 607596 376038 276992 330882 405628 405628 378746 367661 363365
Vilasrao Deshmukh passes away,377357 377338 377361 421571 288455 377367 377368 377368 223473 258728 223188 328240 357109 551279 551279 551279 551279 551279 551279 551279 551279 551279 551279 551279 551279
Bulk SMS MMS banned,384246 384266 384248 384201 382351 382351 379777 379788 381009 379405 596841 381425 378684 380107 234179 379443 202519 202778 202495 449065 496378 603130 587006 257208 257249
arrest CBI Assam Violence,391648 787098 572076 373991 628238 572076 438953 379386 374431 465214 636180 383363 789366 791014 621908 764923 270761 381387 381424 640891 271036 640896 673686 382959 823934
Bio-diversity conference Hyderabad,385701 382554 399639 382339 356499 625926 382339 392831 357512 349903 473213 625926 371015 389054 397421 698821 696877 393039 552676 393721 380596 581752 627572 380928 552676
Ajmal Kasab hanged,412175 261654 203656 412167 412879 412158 261718 412221 412218 227829 416892 227902 432113 427855 598776 261664 412483 545689 439890 412883 412132 423109 412160 386871 412202
gang rape Delhi protest,425158 425158 423699 421998 484472 427878 424036 424021 433051 422825 422796 423100 427126 426107 427540 421968 425786 427172 424351 551747 425118 430080 424405 425118 422382
Narendra Modi CM to PM,773300 621816 621816 716357 658180 621816 688478 832628 667425 646748 832556 733538 827710 865792 640997 449209 644602 667404 751401 865253 768219 716056 865253 781184 817704
January,553576 397774 552298 553246 427871 553576 275349 558926 552298 424696 424696 427466 399158 797237 696249 397818 427877 273054 427072 397344 553754 558895 803568 573762 432516
Kumbh Mela Allahabad begins,433041 433411 341968 455366 826584 389075 437642 438446 430587 442030 436772 433413 439613 438779 440610 440578 433060 432480 372983 440964 433425 383791 442648 430871 383819
Bhutan king Chief Guest,682449 253607 434688 434684 612852 253274 678049 682449 664162 554371 250262 664162 664162 664162 554332 836208 611585 751974 259276 751977 705523 753697 611342 491602 491054
Stone Mart 2013 Jaipur,285901 272221 436737 223149 443686 347850 637101 722517 285515 490549 490549 422788 271908 618249 509506 485497 487197 442096 356119 394024 367716 490549 490549 694390 695379
asteroid passes Earth,682502 682502 353400 442818 213773 465865 802672 442818 465865 283897 442818 442818 338416 199528 297213 757269 783065 437043 798875 259298 468775 269133 213812 367120 632196
nanotechnology Thiruvananthapuram,829141 433805 629548 206698 525634 237462 237462 512744 756812 646163 396342 399124 486749 505916 268286 368041 272719 454534 241612 464155 510793 267279 269319 269319 267279
Hyderabad attacks Dilsukhnagar,570455 444160 243447 444126 446775 642112 446733 444536 445767 463248 777647 444150 447112 444813 570455 578710 445090 444874 444151 513097 210577 583325 513098 429303 229109
Budget Railways Pawan Bansal,407568 429672 445707 442685 450644 445723 445759 445696 430632 448077 445416 448077 445071 619118 445693 445372 445695 445711 445755 445402 444450 446826 456365 445734 643701
Anti-Sri Lanka protests,454330 527727 454593 453202 234169 204136 455665 456872 386843 453653 453640 301420 445110 456366 453615 453212 393349 637738 444827 495159 348828 461311 454581 301420 296170
Kumbh Mela pilgrims festival,439888 445087 449566 759498 439876 826584 383022 745390 442030 412547 440610 430594 433801 438108 516599 449545 745857 430587 437086 739686 856274 438049 856308 377774 293032
Hizbul Mujahideen attack CRPF Srinagar,450638 732718 866196 559897 553669 450670 487191 484813 553669 553669 553669 492519 484800 402967 764664 459949 840055 516209 791382 448771 595481 512991 512991 512991 512991
Criminal Law Amendment Act,457875 457901 424368 424339 506628 434262 714040 638496 638149 437984 587423 542012 254450 455289 466916 693989 693989 424011 627648 587415 546443 615353 640935 527486 542012
BrahMos missile test fired,326444 588425 246638 752031 370107 296171 654637 370128 407991 474170 536609 588425 591234 264333 785668 619077 619534 718911 619119 783098 865747 453183 536519 493415 399574
Rajya Sabha Criminal Law Amendment Act,451107 465567 570788 457901 457875 444114 421965 344751 552856 674680 453590 339219 453620 439172 720346 443496 671760 705947 440566 464535 508734 663457 450567 667773 667798
President signed the Criminal Law Amendment Act,254450 638149 457901 466916 457437 516930 455289 550714 437672 438048 638496 710735 427517 693989 457875 714040 615353 627648 506628 213633 461729 693989 644043 439172 640935
Daulat Beg Oldi conflict,450939 468760 468778 463543 479048 750505 467496 771408 463874 464526 598083 764691 464539 765327 465215 463875 489932 584671 469092 449481 467226 467202 465568 464176 449568
Pawan Bansal resign bribe,469774 469774 468515 468514 470449 469415 468534 468528 469413 468541 469115 468795 468758 469433 634017 469411 477981 470444 241982 468514 470444 407568 470833 477100 468761
Flash floods North India,591189 382573 482492 643686 221748 500186 634012 376756 340989 645914 745321 380537 526368 261361 722518 604520 789439 494714 362924 752023 501140 450597 604560 515260 728060
Kedarnath destroyed,490034 597702 490335 483219 552854 485481 483604 647683 770469 597704 492170 653415 607116 511829 652126 607144 653420 521941 543833 714450 607122 518798 508398 518823 498393
public telegram service shut down,489361 489348 486809 492678 488765 490730 480914 480896 491916 491558 491120 491120 493971 482924 480879 487126 491369 480871 491358 490964 490964 487126 488674 487126 486178
National Food Security Bill passed,483271 479003 467889 507282 199284 495966 506315 506998 423102 354109 477980 500846 506307 289459 495966 507013 481248 495966 495966 483540 506305 481248 493680 472897 495966
Indian rupee hits record low,480215 412877 506574 485538 480200 793458 487898 342701 829066 347811 636175 825055 489618 400042 400044 345039 410010 356100 485500 504990 485477 482847 271580 695297 271297
Raghuram Rajan new Governor RBI,588507 721510 588507 693978 693978 591326 581619 647261 586083 822133 500526 440799 446497 693940 499764 693940 438000 443358 510291 615701 499665 859225 678615 458231 706287
Narendra Modi declared prime ministerial candidate,732301 732362 732356 513122 558464 481909 466555 556042 511369 481916 481923 481932 512716 587010 499065 408907 408933 464211 376061 376108 543524 481899 582085 514827 491350
sentence Delhi gang rape case,582849 424010 424011 424339 424368 424341 425514 511495 521244 511088 551073 621096 621096 553680 402992 512251 843472 579069 579036 534566 516922 578314 843442 776818 511829
Lalu Prasad Yadav convicted Fodder scam,576590 525496 483914 483950 526212 339538 441640 576582 545831 441200 518719 402950 518824 791020 520322 545812 546703 539093 520294 524986 487117 520284 548543 791022 791009
Cyclone Phailin Odisha,548864 525494 523927 531028 531028 525629 525495 555642 584256 575565 829073 524977 522402 525628 651568 542261 832151 533415 522266 522375 522398 630563 522386 521954 522380
2013 Diwali,589705 375576 375556 375581 375586 375589 375562 375571 375564 375573 375567 375559 375584 527446 786317 536162 408418 359276 359281 360381 360009 361163 359276 359281 555036
Mars Orbiter Mission MOM launched,500048 644787 644430 644014 784844 636334 515769 694399 701730 643647 623948 768290 768262 734812 643071 783932 659283 644426 649835 456053 785942 654965 511832 769965 519460
Bharatiya Mahila Bank starts,535320 537019 678736 702678 571542 668063 577231 787873 636547 559532 861331 577530 861291 678735 707258 863095 585222 827897 576613 636547 636555 702267 636555 803387 792644
Sexual Harassment of Women at Workplace Act,635505 675345 603925 826549 548157 577960 276247 573505 584695 579049 389498 844993 826656 385634 445693 792533 765018 443327 821580 385662 583748 753754 456566 739684 524242
Supreme Court same-sex relationships offence,544986 544896 437142 766656 481274 485501 549951 492285 511088 545039 736838 511473 481274 666361 666361 483249 735946 545480 703759 205887 555490 206087 548795 462309 544987
Indian diplomat arrested in New York,545426 545478 204949 205876 547115 545480 545419 545415 548093 551095 547213 557108 545778 548170 549564 552478 547261 549466 547642 566922 550652 547626 578306 557108 547532
Lokpal and Lokayuktas Bill Rajya Sabha,277343 276762 276990 552837 275053 384241 344750 276243 546351 412881 275965 275977 275610 552856 276225 343091 276228 343451 343451 320794 411334 296200 296509 411363 422407
Droughts in Maharashtra record,757265 856299 847313 857133 777191 380952 477664 457828 450685 847720 804344 834966 429689 429700 479857 668467 859322 448292 477664 850745 853052 462834 337268 844001 272554
under-construction building collapse Goa,556918 571216 554044 555168 554023 556918 555915 554382 679833 558918 554382 568763 448613 554244 281665 505140 367732 499436 554244 545674 683593 360420 369522 743951 242829
GSAT-14 launched Sriharikota,203377 206952 224961 487914 554244 554021 503673 224963 762310 389049 555181 531626 374404 797240 677519 222572 222537 214909 654647 451763 456053 554244 468789 751736 431805
Prithvi II missile Chandipur,660108 422404 248872 248872 396678 273661 422436 824561 501670 521198 691460 660040 584562 555146 861737 521596 521562 541895 422375 273664 521504 248868 248868 254515 396680
Maoist leader and wife surrender Andhra police,408377 408432 775601 465250 556535 558086 203421 627403 641085 643078 764670 328307 565921 706020 469998 555591 576630 568777 215245 206067 520323 285974 462921 284690 463243
Facebook buys Indian start-up,469242 456518 591653 288407 469242 604338 469242 678652 360014 337195 360009 634776 338565 361164 699458 335822 335850 336239 776303 634571 782482 335433 337834 335847 522356
Devyani Khobragade diplomatic incident,547631 548104 559214 547689 561220 551051 548796 668995 588025 556866 578205 671197 545480 545415 545478 545419 545426 579038 550542 552478 556865 549139 548520 549951 578306
United states relations Devyani Khobragade incident,547689 561220 668995 548519 551051 556866 548798 578205 548798 566920 566922 671197 549139 550659 556865 578306 550542 738066 549951 564427 548104 671200 578690 548520 608026
India and Sri Lanka exchange fishermen,538029 538029 538029 538029 752409 563731 752819 560291 702131 752409 406573 557553 557552 459063 861292 503405 615580 336767 565872 280294 562506 215990 439880 765327 655421
meeting India and United States intelligence services,557559 654967 783098 203354 199219 199219 765812 199219 389500 268777 375291 856290 248873 389532 328585 578571 445693 248873 605555 209217 236036 577888 707184 775959 650215
United States returns stolen temples,557960 772787 521577 499498 366842 638746 596141 642096 638484 373637 667461 642498 477126 546565 533208 508442 790460 729649 256384 824680 291152 245169 448811 569750 769414
kidnapped girls rescued in Andaman,244872 853939 696498 355252 268310 354934 241038 685906 706017 248620 681041 539970 700939 329522 457553 511086 534203 654276 288156 546444 261368 824701 672658 542371 439394
Mumbai religious leader stampede,559215 336715 336733 552571 542409 552571 670996 704120 742300 336737 752334 742306 280272 261355 752334 464034 743598 704190 769323 769323 635104 562212 280278 527738 552513
student Arunachal Pradesh locals beat Lajpat Nagar,863222 564445 565882 597200 564471 564425 564444 564143 564734 564433 597181 583318 564470 566579 564143 565117 564715 565142 570497 564150 623549 564733 845636 564150 564150
Delhi Auto Expo,282700 282700 562492 277632 572687 565856 566918 336420 458938 821646 260001 546141 458940 537931 458943 458951 458949 458946 462708 277282 780710 457703 252245 273658 278247
ferry Hirakud Dam,606415 495911 263206 629382 256670 628937 364801 754820 484831 567473 498667 496583 804319 568792 657725 265203 568362 577587 701350 567189 505791 699520 583424 500598 555643
Bank employees nationwide strike,233011 451626 398955 547683 461931 792626 398714 659314 451626 379414 451276 397487 232970 354497 381497 350791 380995 232990 213090 692076 840328 232958 223466 213092 419860
Street Vendors Act passed,664579 664226 664226 664226 664226 760572 373007 449021 701810 447523 439092 732024 379387 467524 760931 450670 616009 561645 728050 574821 570790 644627 705616 705616 573126
Andhra Pradesh Reorganization Bill,551081 548593 560833 613574 564146 543890 605191 564146 563619 567190 455791 549955 547273 612501 624411 463252 587438 752894 570162 689979 546868 570852 451105 571601 561236
INS Sindhuratna mishap,594125 574745 573104 663459 573104 574204 620765 573376 574176 575166 684081 573465 573467 573023 573474 573495 574177 585011 574177 701962 701962 573466 573463 584988 584999
Sahara India Chairman arrested,603058 653417 436749 670575 866270 462536 437093 441337 466850 390906 367660 460458 302659 253286 288700 441326 467861 527696 287356 474149 668995 464535 368980 332213 693056
security personnel killed Chhattisgarh,209976 283057 283057 709397 690293 823523 480545 835479 480230 399906 539851 577891 748726 690276 577535 590681 213780 209488 577818 460079 462567 359314 381445 462579 462540
India joins search missing Malaysia Airlines Flight 370,636176 455468 577813 843028 583738 455356 457884 584670 579412 673977 451357 577887 749286 833260 450314 720323 751425 582412 595413 588425 578347 588425 655333 673652 584216
Genetic Engineering Appraisal Committee,220243 451650 781654 733780 863854 582094 573884 863811 566017 861740 819026 625517 450068 375666 819073 459089 499424 783600 547415 459088 374847 788531 581712 257583 580797
Sri Lankan Navy arrested Indian fishermen,565514 709137 607687 640301 832218 565496 487552 423667 568786 438772 506332 451058 565512 662847 694246 589702 551610 531916 560291 768644 459028 531901 451136 507282 451447
India Polio-free WHO,795599 584211 579814 293386 527113 684635 222546 584252 254428 584213 557554 293384 557195 551073 259974 557202 557195 557202 633329 667139 679781 794656 558052 300071 283310
Indian Air Force crash Gwalior,293032 484829 722512 443352 718687 384201 718683 296517 584562 243074 474213 591233 584669 696465 474213 650192 415270 677376 627381 296507 728044 585219 682798 728013 727997
volunteer killed Chambal river,463196 233474 397606 495028 607271 495028 495028 495028 495028 495028 495028 495028 495028 495028 707901 673434 521141 393717 521138 521139 521135 236394 521140 521134 694243
RBI grants license Bandhan Financial Services,844000 756337 719530 732714 586958 857128 862754 589409 766050 477976 601034 755964 598049 586959 589409 587461 586503 860490 586959 590956 517756 606386 755921 593281 587412
India second navigation satellite,587423 704173 704116 677921 833304 832543 853382 587416 400529 469063 695266 588025 486756 782124 435202 833851 435202 587421 461923 588952 854513 665697 485504 367153 679050
Phase 1 Indian general election,554331 554347 417996 575510 595231 760614 451468 284211 596071 580680 417996 841528 586426 664186 572477 681341 664186 550641 664186 664186 487988 761342 489042 585035 437100
CRPF killed Aurangabad Bihar,440292 624754 625519 443235 696104 775126 443247 450009 696473 402767 459729 449905 449630 721737 459678 622959 429642 399010 439679 439533 387947 588512 588512 520778 387953
general election Manipur,298052 608063 647682 712044 712029 611621 591729 586553 296857 277915 294800 647682 282684 581698 282684 585734 586553 591359 296884 584712 231756 283862 559541 584256 586553
polling staff CRPF killed Maoist,590674 590961 757039 539943 664168 466882 664168 466868 477418 664168 428512 626590 351334 664195 761738 664195 780739 428511 246628 664195 664195 466854 842026 466895 363361
Supreme Court recognised transgender,787171 737319 593009 671290 591653 396013 592073 591695 395680 592105 591719 855351 855345 621896 694677 591738 593041 713987 636194 861842 738147 698088 457391 848207 695061
appointment Chief Naval Staff,402792 503076 702585 493381 503076 451490 856277 607107 230699 653672 241624 557145 230780 402110 378367 293085 596203 865828 540369 615735 503426 381425 455308 448151 677429
Maoists kill polling staff Jharkhand,594568 594579 663160 790675 665673 787173 595018 681981 681981 201078 730009 402767 408372 466882 466868 466854 198967 456083 552258 552258 457901 457930 456057 456107 665675
general election Punjab,448083 448057 448083 848160 448057 581707 563161 399491 238122 442500 573344 603135 787472 296854 234192 234159 271063 521573 461279 271036 536984 593567 273339 536633 577233
bomb Guwahati train Bangalore Chennai,385274 596710 597440 596818 596842 661097 596827 598065 597451 827366 597180 597709 598815 368481 245453 368484 384691 384691 384691 384691 570492 846434 596817 596845 596813
NDF Bodoland Muslims Assam attack,610294 610294 377777 378303 610294 610294 610605 377770 368455 368506 408669 596811 597188 559225 517806 621908 597180 455824 620811 601355 374003 374431 601044 598050 243125
elections 2014 UPA defeated,543847 823546 440153 440153 583296 593848 544132 527962 596494 476462 466565 513129 466841 461343 457543 489331 417278 688886 382630 604806 333050 354457 667079 491356 553745
Prime Minister took oath ceremony,466520 563284 556040 604696 241007 608661 790120 207001 604529 203693 363361 545420 545411 723993 604312 441420 790179 602360 344448 363377 605851 476461 605150 375195 861793
Andhra Pradesh Reorganisation Act,716310 633333 606391 634396 623932 841088 613769 535993 621115 694918 621110 620279 689970 628228 653470 621110 615359 841102 630279 455464 672443 617206 630029 618427 619123
Telangana and Andhra Pradesh Hyderabad joint capital,440338 705079 729992 510600 730089 244074 497604 729995 519940 738468 539566 554395 554395 493674 497232 536611 525307 525616 739332 510860 496864 581731 496885 620731 620764
Gopinath Munde car crash,608382 607956 608382 505489 608313 797929 608043 679077 674025 608047 650455 607961 610605 676548 798285 650455 671760 206067 524984 608432 648326 650455 647231 508734 487516
rescue trafficked childrens Kerala,454892 369552 612510 740928 419065 495683 518428 655428 665545 665531 614678 255081 825500 744224 254856 676649 461858 638968 638951 825500 857745 366029 603538 603893 366072
excursion trip Hyderabad drown Uttarakhand,760995 495464 610208 337525 504350 458920 512373 608816 621839 610613 287062 287062 716586 523895 736530 287062 202261 610208 266693 835844 491063 610208 498459 692091 397628
pipeline GAIL fire kill,706982 679554 679585 615613 670997 639976 625401 618786 615712 618354 455997 615699 615708 615918 627429 848740 706987 615880 617210 615718 639956 675363 395709 325618 395709
ISRO PSLV-C23 foreign satellite,616136 616129 616135 616490 387261 613543 461924 738972 615341 614346 797240 616545 616071 840686 336835 445353 615897 499310 443161 616138 439678 569481 616870 477671 848147
evacuees Iraq,627408 618174 203721 618785 570450 384251 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 495029 235833
Maoist leader arrested in Berhampur,623571 623258 625957 771385 622705 623257 346782 622699 622737 625957 228977 675844 451227 795332 713956 629785 845673 857404 845638 626614 623570 439610 623988 678659 743585
landslide Malin Pune rainfall,447163 626530 627381 628539 627619 631422 627599 627852 628164 626588 628884 448572 628200 626949 627381 627381 627320 627601 629738 627021 628202 627021 626588 628937 636558
Syndicate Bank bribery case,268296 628936 636179 634823 545626 629382 496784 496784 629341 628971 628194 630615 630226 634017 639254 627608 639588 671000 628535 628245 636783 636785 545955 721208 383802
CBI CBFC Rakesh Kumar arrested,633020 449904 449933 632252 632514 632004 468233 631996 636173 844440 266984 453648 636400 633311 437883 289436 633302 747253 634364 634018 634009 393068 736818 585012 593562
Kerala close bars,636643 633341 633332 634863 796856 604791 634045 670638 681057 634853 633683 639919 616153 638769 633679 655088 634008 587001 639943 641739 634017 671801 618810 635485 639920
Supreme Court coal block,637098 434260 639235 647698 688870 635141 528699 647681 450277 638157 708233 557194 556041 635141 637783 397062 465574 558081 652114 644390 638158 465228 557194 469774 469774
Pradhan Mantri Jan Dhan Yojana announced,635836 665033 638214 664773 636234 635536 634398 635877 637462 718744 745464 736288 694715 635880 635885 635892 681392 675321 718925 748792 718969 645959 647700 500493 716097
Kashmir floods,637784 705483 705948 705483 704653 735521 704660 639207 638424 735901 645532 648711 638731 388310 762310 639979 762622 705894 645956 679987 733980 642113 642113 647271 692317
India Australia deal Uranium,638073 788202 201072 400392 552505 760944 552505 337506 638165 638944 402410 263140 513630 293386 264327 263138 268779 638484 401155 709991 763467 638483 763507 763477 710711
Maoists Giridih Jharkhand,468751 562188 408364 408373 438448 539618 408669 562172 694841 438487 640892 694841 539563 681981 681981 562495 259295 259348 574394 507377 669153 343499 577896 343499 706928
Mars Orbiter Mission successfully entered orbit,650386 650386 650386 534451 541626 541158 607408 643647 644306 529874 653130 734812 535954 644713 533216 534026 533192 694399 783076 534026 531901 531899 525302 525573 644411
flash floods dead North-East India heavy rain,382573 221748 527986 482492 382567 501140 457513 638153 382300 340989 362924 376756 373616 380537 393052 591189 382300 266655 451236 239464 643686 494714 752023 231526 795643
Jayalalithaa convicted special court,728462 647943 648720 712771 646278 696501 675284 647985 646736 667440 674726 674686 670571 698387 647054 714792 674722 718652 648706 696806 645582 696796 696799 718681 696813
NASA ISRO NISAR,463171 462874 463244 469134 439215 530314 520575 348117 485152 770008 827761 750096 553607 553607 758845 553607 553607 553607 553607 553607 553607 774475 647984 827756 769999
launched Swachh Bharat Abhiyan,776356 650220 658535 647700 660156 824329 542312 650511 650511 773999 650511 647232 789726 646321 655650 440223 440287 645937 673015 771723 736470 646761 771413 735684 656953
Kailash Satyarthi Malala Yousafzai,668081 648997 607304 649076 649077 668068 649277 686225 653629 668067 649076 835335 676949 676588 649076 649292 668398 439021 649077 649480 650191 649331 667082 667409 649408
Cyclone Hudhud landfall,654023 654023 649541 648741 862764 649280 649278 649540 649842 648742 649333 649035 653958 653958 649327 649541 649277 652933 648360 649131 648328 649335 653968 648740 653968
death hospitalised mass-sterilization Bilaspur,665352 659724 659708 660109 659299 658856 659274 660406 660406 658855 684103 684081 354933 456984 456986 456988 456873 456992 456986 673690 456994 456990 456984 456994 456992
bank employees strike wage revision,659309 685902 654680 665359 567211 567599 547717 689467 674692 665377 659327 658530 665708 567561 547538 659323 547229 665699 687710 567202 659285 566971 567590 672991 654673
Jammu and Kashmir assembly elections,655421 588959 671720 662802 670996 623172 670271 863379 671198 709096 634013 653410 670287 660981 623537 664943 581701 576590 673335 670275 619118 602135 508395 677291 660128
civilians army personnel killed Arnia,701731 707521 564132 664215 564132 647642 647980 759229 664459 664527 760485 664215 664215 664215 664202 664202 683664 664166 664202 664166 664166 664202 701961 701961 337510
CRPF Sukma,781576 780739 849139 831218 664168 664168 664168 741881 824701 681062 831150 672669 616130 792840 665632 682816 664195 664195 664195 664195 672650 662359 662359 776307 831150
CRPF killed grenade patrol Pulwama,510587 446866 826912 458754 845323 458790 850643 477088 239856 546533 451058 827332 762695 553669 753675 448312 637461 463773 834374 553669 553669 553669 425110 425110 546438
bank employees carried out strike,444133 422454 232988 567563 665684 839813 728469 665730 451471 398955 547627 379414 547652 567594 658530 448449 232970 685902 422406 420853 232955 422427 232993 379433 509491
militant attack Uri,499145 440292 667112 666625 792844 499148 498983 542525 498828 498828 512215 542369 499025 451125 681103 499025 666692 498859 791716 451447 499093 541948 541991 452056 499739
Soura terrorists killed,295599 547412 850668 542867 428127 437403 449406 681103 397385 404556 572063 397489 422768 760921 572063 440634 402248 549429 503383 543291 547591 362954 548581 456544 442707
Crew Module Atmospheric Re-entry,670634 670571 670274 670571 665000 672599 669589 785669 568740 670634 672596 542503 671826 670631 485481 851467 587428 743204 630227 655641 654642 668071 651779 666920 817631
National Democratic Front attack killed,672661 597188 207821 545199 455824 545199 535709 864324 211718 597194 791013 562873 545199 545199 455643 411397 455590 541993 541993 635481 636602 455469 596811 559545 597710
Pakistani fishing boat New Year Coast Guard,820435 403343 327526 542248 327509 820737 691015 541335 326446 547213 832507 222572 631525 206078 838776 676567 262034 832196 230434 775897 482183 357529 545002 419872 859881
NITI Aayog replace Planning Commission,675026 669066 675062 675041 742360 675028 676605 790479 680016 817664 675271 691564 721279 683752 675046 804699 676607 687612 442536 451488 397432 397484 742722 450602 687651
Gyan Sangam Pune,678653 505087 709619 389578 203734 822112 672375 565154 442777 442962 442962 442962 442962 442853 442860 442853 442860 442853 442860 442853 442860 540600 675025 677346 832501
Pravasi Bharatiya Divas Gandhinagar,671412 397831 676947 671759 677424 676551 671761 455602 427890 420580 423113 677842 676550 676574 691596 428171 425516 683153 676943 676569 676123 278255 677366 428157 438175
died Malihabad,678241 678234 678283 363363 679933 291138 679038 291153 442674 442720 696145 359271 359271 678661 334103 334113 618257 553029 456586 818557 376758 582089 579431 579413 393712
Republic Day Barack Obama,682445 682445 682505 680744 679584 682799 682491 682542 682542 681959 682491 682475 682475 682490 681704 682202 682490 682205 695713 682204 682210 682505 681956 682180 682180
colonel Rashtriya Rifles died gun battle,223180 750972 573372 706292 682445 865761 474872 706326 790673 682798 682445 439896 577196 513971 513971 683201 750972 254177 254177 865746 385306 559919 634816 559897 789781
Agni-V test,513215 269129 684081 269132 207538 332209 514008 559891 680020 332191 251634 251634 363735 668467 680349 657270 559215 541980 541980 514008 228917 680355 694771 336599 267946
Polling New Delhi state elections,546824 599061 400627 682836 497597 653410 783518 678692 617216 296541 678242 625920 625920 228963 841536 402202 759238 325270 324932 688383 362566 487162 686275 487191 397762
Delhi results announced with Aam Aadmi Party,672404 863459 554089 602151 447710 678283 550294 554331 641105 793512 684420 461278 680316 678287 641416 550291 678289 679557 703801 523257 786316 544987 688004 564479 574231
ULFA Attack grenade,374458 374429 501396 343791 291138 746225 268576 619158 492519 496848 429673 340247 546469 263814 456880 340277 442365 667114 762695 496217 332952 496531 563722 835872 779096
under construction collapsed Mughalsarai,689930 421616 545674 206429 660154 448613 499436 421583 242829 421570 659752 519205 661712 689998 421558 689964 465260 704679 339190 221267 462811 762681 363820 363810 223208
deaths of swine flu,439901 403702 449566 686276 326486 786766 698458 765324 686312 820479 586102 690023 693918 693918 704654 691056 443369 822005 691050 703764 392514 686275 702969 692109 338235
CPI politician shot Kolhapur family,692312 692076 729031 467913 723995 690288 501802 690321 721612 829767 712391 799824 334166 691855 691859 721549 583413 691907 824595 691841 691848 855404 712391 211175 399476
Cabinet Committee stealth frigates nuclear submarines,222894 691411 607584 607584 325610 698469 562151 486499 516250 724103 608791 366837 587824 459147 402434 425110 425110 648034 399192 542015 542015 399337 254463 336258 401927
Aero India Yelahanka,553442 553442 553442 553442 553442 553442 553442 553442 553442 440942 553442 553442 553442 553442 553442 553442 762336 553442 437639 553442 553442 690728 553442 690692 689397
National Electoral Roll Purification and Authentication Programme,700950 712475 765711 696871 724033 712475 721595 720835 748369 721321 743640 722941 748424 695724 748424 696170 719237 719008 722218 696163 755596 709703 696113 695781 755276
Supreme Court Jat Other Backward Classes,437887 437901 589459 438165 865208 589459 800937 706306 700460 589443 706293 589403 589403 380114 704174 589319 700488 703821 759798 589319 702969 419811 707167 496348 709687
Astra successful tested,722890 203920 203920 702132 613554 535587 203656 328559 722891 802426 660629 544209 547777 722512 423687 723306 422765 826973 745493 700905 423069 420261 266401 803015 597698
Amaravathi new capital Andhra Pradesh,727023 775086 702560 723319 729232 778196 667124 771668 587427 722175 728352 723827 758508 722911 722924 572121 572121 727252 711109 566708 818675 725015 700600 665632 727252
Supreme Court Information Technology Act unconstitutional,702917 660108 709992 457321 516283 702996 702962 706240 199786 457388 777136 702962 704217 702989 790181 776767 500717 831987 356102 331316 338962 199786 741499 436351 790217
National Institute of Ocean Technology Polar Remotely Operated Vehicle,499927 407282 499807 499918 499924 399364 673410 673745 291161 557093 291503 678742 460455 499926 499920 559441 499922 627601 802825 802390 467831 709720 557093 506689 467831
Bharat Ratna Atal Bihari Vajpayee,630612 423990 536610 703345 671413 672381 672380 672380 344805 672396 495445 672664 274832 672671 672652 630224 672647 536523 672675 672380 672420 705067 672683 631025 676922
IRNSS PSLV C-27 launch,833304 703770 704173 852563 587423 486797 401021 832543 851115 833851 704430 400630 586956 400529 833324 587416 649853 584996 853382 832837 401165 588025 832902 399906 833790
India evacuate citizen Yemen,704649 708297 712391 706921 705064 708695 706240 707521 706293 705948 708297 704117 703762 688384 707894 841090 710036 709038 706722 707127 712391 707247 707518 708642 454431
